ID	NRPS	Terpene	Others	RiPPs	Other PKSs	PKS-NRP_Hybrids	PKSI	Saccharides
AAB-S27R2_197	1	2	2	1	0	0	2	0
AAB-S27R2_208	2	1	0	0	0	1	0	0
AAB-S27R2_73	1	1	1	1	1	0	0	0
AAB-S27R2_8	1	0	1	1	0	0	0	0
AAB-S27R2_90	3	1	2	0	0	1	1	0
AAB-S27R3_13	5	1	0	1	0	1	0	0
AAB-S27R4_132	1	1	0	4	1	0	0	0
AAB-S27R4_133	1	3	1	1	0	0	1	0
AAB-S27R4_172	3	1	0	1	1	0	0	0
AAB-S27R4_18	1	2	0	1	0	0	0	0
AAB-S27R4_186	2	0	0	0	1	0	0	0
AAB-S27R4_236	1	0	1	1	0	0	0	0
AAB-S27R4_285	1	2	0	1	1	0	0	0
AAB-S27R4_312	5	5	2	4	1	0	0	0
AAB-S27R4_317	3	1	1	1	0	1	0	0
AAB-S27R4_336	1	0	1	0	0	0	0	0
AAB-S27R4_63	3	1	0	0	0	0	0	0
AAB-S27R4_65	1	1	1	0	1	0	0	0
AAB-S27R5_103	5	1	0	0	0	1	0	0
AAB-S27R5_114	1	1	1	0	0	0	0	0
AAB-S27R5_202	2	0	1	1	0	0	0	0
AAB-S28R1_141	1	0	0	0	0	0	0	0
AAB-S28R1_26	1	0	1	1	1	0	0	0
AAB-S28R1_262	3	2	1	0	0	0	0	0
AAB-S28R1_294	2	1	1	2	1	0	0	0
AAB-S28R1_33	1	0	1	0	0	0	0	0
AAB-S28R2_110	1	0	1	2	1	0	0	0
AAB-S28R2_112	1	0	0	0	0	0	0	0
AAB-S28R2_123	1	0	0	0	0	0	0	0
AAB-S28R2_131	7	2	2	4	1	0	0	0
AAB-S28R2_135	3	1	0	1	0	0	0	0
AAB-S28R2_138	1	1	1	1	1	0	0	0
AAB-S28R2_15	3	1	0	1	0	0	0	0
AAB-S28R2_158	2	0	1	0	0	0	0	0
AAB-S28R2_165	1	1	1	0	0	0	0	0
AAB-S28R2_176	1	1	0	0	1	0	0	0
AAB-S28R2_178	1	1	0	0	0	0	0	0
AAB-S28R2_194	1	1	0	1	0	0	0	0
AAB-S28R2_202	4	0	1	0	0	0	0	0
AAB-S28R2_206	3	0	2	6	1	0	0	0
AAB-S28R2_223	1	1	1	0	0	0	0	0
AAB-S28R2_250	1	3	1	0	0	1	0	0
AAB-S28R2_256	4	2	1	0	1	0	0	0
AAB-S28R2_259	1	0	0	0	0	0	0	0
AAB-S28R2_282	4	0	2	1	1	0	1	0
AAB-S28R2_285	1	1	0	0	0	0	0	0
AAB-S28R2_286	1	0	0	0	1	0	5	0
AAB-S28R2_296	1	0	0	1	1	0	0	0
AAB-S28R2_334	1	0	1	0	1	0	0	0
AAB-S28R2_384	1	0	1	1	0	0	0	0
AAB-S28R2_390	1	1	0	0	1	1	0	0
AAB-S28R2_391	1	0	2	0	0	0	0	0
AAB-S28R2_405	21	1	1	5	0	11	5	0
AAB-S28R2_408	2	1	0	1	0	0	0	0
AAB-S28R2_54	2	1	2	1	1	0	1	0
AAB-S28R2_7	1	0	0	0	0	0	0	0
AAB-S28R2_71	1	1	1	1	1	1	0	0
AAB-S28R2_72	1	3	0	1	1	4	1	0
AAB-S28R2_74	1	0	1	0	0	0	0	0
AAB-S28R2_75	1	3	1	3	1	1	0	0
AAB-S28R2_79	1	0	0	0	0	0	0	0
AAB-S28R2_84	4	1	2	0	1	1	0	0
AAB-S28R2_97	1	2	1	0	1	0	0	0
AAB-S28R3_114	1	1	1	0	1	0	0	0
AAB-S28R3_160	1	0	0	0	0	0	1	0
AAB-S28R3_167	4	1	0	0	1	1	0	0
AAB-S28R3_20	1	1	0	0	0	0	0	0
AAB-S28R3_216	2	0	0	0	0	0	0	0
AAB-S28R3_219	1	0	0	0	1	0	0	0
AAB-S28R3_226	1	0	2	0	0	0	0	0
AAB-S28R3_229	1	2	2	3	1	1	0	0
AAB-S28R3_33	1	0	0	0	0	0	0	0
AAB-S28R3_36	20	1	0	4	0	6	1	0
AAB-S28R3_53	1	2	0	1	1	0	0	0
AAB-S28R3_60	1	0	1	0	0	0	0	0
AAB-S28R3_7	1	0	0	0	0	0	0	0
AAB-S28R3_72	1	0	2	1	0	0	0	0
AAB-S28R3_84	1	0	1	1	1	2	2	0
AAB-S28R3_95	1	1	0	0	0	0	0	0
AAB-S28R4_104	3	0	0	0	0	0	0	0
AAB-S28R4_126	1	1	2	0	0	0	0	0
AAB-S28R4_133	1	0	1	1	0	0	0	0
AAB-S28R4_135	1	0	0	0	0	0	0	0
AAB-S28R4_154	2	0	0	0	2	0	4	0
AAB-S28R4_175	4	1	1	0	0	1	0	0
AAB-S28R4_36	1	0	0	0	0	0	0	0
AAB-S28R4_37	1	0	0	0	0	0	0	0
AAB-S28R4_79	1	0	0	0	0	0	0	0
AAB-S28R5_1	2	0	0	1	1	0	0	0
AAB-S28R5_138	4	1	0	0	0	1	0	0
AAB-S28R5_5	1	1	0	0	0	0	0	0
AAB-S28R5_76	1	2	1	3	1	1	0	0
AAB-S29R1_164	2	3	2	0	0	0	0	0
AAB-S29R1_167	4	3	4	2	1	1	1	0
AAB-S29R1_210	2	2	0	1	1	0	0	0
AAB-S29R1_25	1	1	1	0	0	0	0	0
AAB-S29R1_252	1	0	1	0	1	0	0	0
AAB-S29R1_257	1	2	2	1	1	0	0	0
AAB-S29R1_66	2	1	0	1	1	1	0	0
AAB-S29R1_87	3	1	1	2	1	0	0	0
AAB-S29R1_99	1	0	0	0	0	0	0	0
AAB-S29R2_108	2	1	1	0	0	0	0	0
AAB-S29R2_147	2	1	0	2	1	1	1	0
AAB-S29R2_211	3	1	0	0	0	0	1	0
AAB-S29R2_213	3	2	1	0	1	0	1	0
AAB-S29R2_221	1	0	1	0	1	0	0	0
AAB-S29R2_228	1	0	0	0	0	0	0	0
AAB-S29R2_39	7	1	0	0	0	1	0	0
AAB-S29R2_91	8	0	0	0	0	1	1	0
AAB-S29R3_120	2	0	1	1	1	0	0	0
AAB-S29R3_130	1	2	0	1	1	0	0	0
AAB-S29R3_164	2	2	1	1	1	0	0	0
AAB-S29R3_168	6	0	1	3	0	1	1	0
AAB-S29R3_220	2	3	1	1	1	1	0	0
AAB-S29R3_232	2	3	3	0	1	0	0	0
AAB-S29R3_30	1	1	2	0	0	0	0	0
AAB-S29R3_56	1	0	0	1	1	0	0	0
AAB-S29R3_69	4	3	0	3	1	0	0	0
AAB-S29R3_87	1	0	1	1	1	0	1	0
AAB-S29R3_97	2	0	0	0	2	0	0	0
AAB-S29R4_104	2	1	1	0	1	0	0	0
AAB-S29R4_106	2	0	0	0	0	0	0	0
AAB-S29R4_15	1	0	1	0	1	0	0	0
AAB-S29R4_171	1	1	0	1	0	1	0	0
AAB-S29R4_172	6	1	2	0	0	3	0	0
AAB-S29R4_203	1	0	1	0	0	0	1	0
AAB-S29R4_213	1	0	0	1	0	0	0	0
AAB-S29R4_35	1	0	0	0	0	0	1	0
AAB-S29R4_66	2	1	0	0	1	0	0	0
AAB-S29R4_86	1	1	0	1	1	1	0	0
AAB-S29R5_212	2	1	0	0	0	3	0	0
AAB-S29R5_215	1	0	0	0	0	0	0	0
AAB-S29R5_225	1	1	2	0	1	0	0	0
AAB-S29R5_241	2	0	0	0	0	0	0	0
AAB-S29R5_77	1	0	0	0	0	0	0	0
AAB-S29R5_99	6	1	2	4	1	1	0	0
AAB-S31R1_161	1	1	0	0	0	0	0	0
AAB-S31R1_195	2	0	5	1	0	0	0	0
AAB-S31R1_33	1	2	1	1	1	0	0	0
AAB-S31R1_88	1	0	0	0	0	0	0	0
AAB-S31R1_95	1	2	0	0	2	2	3	0
AAB-S31R2_120	1	0	0	0	0	0	0	0
AAB-S31R2_124	1	0	0	0	0	0	0	0
AAB-S31R3_85	1	2	0	2	1	0	0	0
AAB-S31R3_94	2	0	2	0	0	0	1	0
AAB-S32R3_36	6	1	0	1	0	0	0	0
AAB-S32R3_8	5	1	2	5	0	0	0	0
AAB-S33R1_33	3	1	0	0	1	1	0	0
AAB-S33R1_70	2	1	3	5	1	4	0	0
AAB-S33R1_71	2	0	4	2	1	2	1	0
AAB-S33R2_119	1	0	0	0	0	0	0	0
AAB-S33R2_52	1	1	0	0	1	0	0	0
ANP-S42R1_27	1	1	0	0	0	0	0	0
ANP-S42R1_50	1	0	0	0	0	0	0	0
ANP-S42R1_57	1	1	1	0	0	0	0	0
ANP-S42R2_111	1	2	0	1	0	0	0	0
ANP-S42R2_119	3	1	0	1	1	0	0	0
ANP-S42R3_118	2	0	1	0	0	1	6	0
ANP-S42R4_115	3	1	0	2	1	0	0	0
ANP-S42R4_139	1	1	0	0	2	0	2	0
ANP-S42R4_154	1	0	0	1	0	0	0	0
ANP-S42R4_165	3	1	0	0	0	0	0	0
ANP-S42R4_17	2	0	0	1	0	0	0	0
ANP-S42R4_187	2	1	0	0	0	0	0	0
ANP-S42R4_216	1	2	1	8	1	0	1	0
ANP-S42R4_236	1	1	0	0	1	1	0	0
ANP-S42R4_27	2	0	0	0	0	1	0	0
ANP-S42R4_31	3	3	1	1	0	1	1	0
ANP-S42R4_36	1	0	0	0	1	0	0	0
ANP-S42R4_63	1	0	0	0	0	0	0	0
ANP-S42R4_99	3	0	1	0	0	0	0	0
ANP-S42R5_72	1	1	0	0	1	1	0	0
ANP-S43R1_13	2	1	0	0	0	0	0	0
ANP-S43R2_61	1	1	1	0	1	0	0	0
ANP-S43R3_118	1	0	1	0	0	0	0	0
ANP-S43R3_83	3	1	1	1	0	0	0	0
ANP-S43R3_93	1	0	1	1	0	0	0	0
ANP-S43R4_140	1	1	1	0	0	0	0	0
ANP-S43R4_184	1	0	2	0	0	0	0	0
ANP-S43R4_197	2	1	1	2	1	0	0	0
ANP-S43R5_144	2	1	1	1	2	1	0	0
ANP-S43R5_202	2	2	0	1	0	0	0	0
ANP-S43R5_5	1	0	0	0	1	0	0	0
ANP-S43R5_76	1	1	0	0	3	0	0	0
ANP-S43R5_92	1	1	1	0	1	0	0	0
DAS-S51R2_52	1	1	0	1	0	0	0	0
DAS-S51R3_36	2	1	0	0	0	0	0	0
DAS-S51R3_55	1	1	0	1	1	0	0	0
DAS-S51R4_143	3	0	0	0	0	0	0	0
DAS-S51R4_32	1	1	0	1	0	0	0	0
DAS-S51R5_146	6	3	1	2	0	3	0	0
DAS-S51R5_16	1	1	0	0	1	0	0	0
DAS-S51R5_165	1	0	1	0	0	0	0	0
DAS-S51R5_168	2	2	1	0	0	0	0	0
DAS-S51R5_178	3	0	0	0	0	0	0	0
DAS-S51R5_21	1	1	1	0	0	0	1	0
DAS-S51R5_24	3	1	1	0	0	0	0	0
DAS-S52R1_100	1	0	0	0	0	0	0	0
DAS-S52R1_113	1	1	1	0	1	0	0	0
DAS-S52R1_115	1	3	1	0	1	0	0	0
DAS-S52R1_137	1	1	0	0	1	0	0	0
DAS-S52R1_2	1	3	0	0	1	0	0	0
DAS-S52R1_22	1	1	2	0	0	0	0	0
DAS-S52R1_25	1	3	1	1	1	0	1	0
DAS-S52R1_27	1	1	1	1	0	0	0	0
DAS-S52R1_49	1	3	0	0	2	0	0	0
DAS-S52R1_56	2	2	1	2	1	0	0	0
DAS-S52R1_7	1	1	0	0	1	0	0	0
DAS-S52R1_71	1	1	0	0	2	0	0	0
DAS-S52R1_85	1	4	0	0	0	0	0	0
DAS-S52R2_1	7	1	8	4	0	1	1	0
DAS-S52R2_16	1	3	0	0	0	0	0	0
DAS-S52R2_28	3	3	1	1	0	0	0	0
DAS-S52R2_36	2	0	0	0	0	0	0	0
DAS-S52R2_46	1	0	0	0	0	0	0	0
DAS-S52R2_5	2	1	0	2	1	0	1	0
DAS-S52R2_50	5	1	1	3	0	3	0	0
DAS-S52R2_9	4	1	1	0	0	1	0	0
DAS-S52R3_116	1	2	4	1	0	1	0	0
DAS-S52R3_122	4	3	0	0	0	0	0	0
DAS-S52R3_127	1	0	0	0	1	0	0	0
DAS-S52R3_138	1	0	3	1	0	0	1	0
DAS-S52R3_146	1	0	2	0	0	0	0	0
DAS-S52R3_161	1	0	0	0	0	0	0	0
DAS-S52R3_168	2	2	0	1	0	1	0	0
DAS-S52R3_173	1	1	1	0	1	0	0	0
DAS-S52R3_181	1	1	0	0	0	0	0	0
DAS-S52R3_193	1	1	1	0	0	0	0	0
DAS-S52R3_205	1	0	2	1	1	0	0	0
DAS-S52R3_231	1	0	0	0	0	0	0	0
DAS-S52R3_245	3	1	0	0	1	0	0	0
DAS-S52R3_249	1	3	0	0	0	1	1	0
DAS-S52R3_282	1	1	2	1	1	0	0	0
DAS-S52R3_285	1	0	0	0	0	0	0	0
DAS-S52R3_290	3	1	1	2	1	1	0	0
DAS-S52R3_35	2	1	0	2	0	0	0	0
DAS-S52R3_43	6	0	0	1	0	2	0	0
DAS-S52R3_61	1	3	1	1	4	0	1	0
DAS-S52R3_67	1	0	0	0	0	0	0	0
DAS-S52R4_16	1	0	0	0	0	0	0	0
DAS-S52R4_28	1	0	0	0	0	0	0	0
DAS-S52R4_34	1	1	1	0	0	0	0	0
DAS-S52R4_48	2	0	1	1	0	0	0	0
DAS-S52R4_8	1	4	0	0	0	0	0	0
DAS-S52R4_92	1	1	0	0	0	0	0	0
DAS-S52R5_108	12	3	2	2	3	1	1	0
DAS-S52R5_138	1	2	1	0	0	0	0	0
DAS-S52R5_155	1	0	0	1	0	0	0	0
DAS-S52R5_169	1	0	1	1	1	0	0	0
DAS-S52R5_42	1	2	0	0	0	0	0	0
DAS-S52R5_49	2	0	0	0	0	0	0	0
DAS-S52R5_66	1	3	0	0	1	0	0	0
DAS-S52R5_83	1	3	0	0	1	1	0	0
DAS-S52R5_93	1	1	1	0	1	0	0	0
DAS-S53R1_110	2	0	0	1	0	1	0	0
DAS-S53R1_134	1	0	0	0	0	0	0	0
DAS-S53R1_80	2	1	1	0	1	2	0	0
DAS-S53R2_137	3	3	0	1	0	1	2	0
DAS-S53R2_52	1	1	0	0	0	0	0	0
DAS-S53R2_60	5	1	0	1	0	0	0	0
DAS-S53R2_73	3	0	0	0	0	2	0	0
DAS-S53R2_94	4	1	0	2	1	1	0	0
DAS-S53R3_136	1	1	0	0	0	0	0	0
DAS-S53R3_146	3	1	0	0	1	1	0	0
DAS-S53R3_169	1	1	1	1	0	0	0	0
DAS-S53R3_172	1	0	0	1	0	0	0	0
DAS-S53R3_201	1	0	0	0	0	0	0	0
DAS-S53R3_28	7	1	1	1	1	0	0	0
DAS-S53R3_41	1	0	0	0	0	0	0	0
DAS-S53R3_57	1	0	1	1	1	0	4	0
DAS-S53R3_59	2	0	0	0	3	0	0	0
DAS-S53R3_60	1	0	0	0	0	0	0	0
DAS-S53R4_42	2	3	0	0	0	0	0	0
DAS-S53R5_100	2	0	0	1	0	1	0	0
DAS-S53R5_109	1	0	0	0	0	0	0	0
DAS-S53R5_124	1	1	0	0	0	0	1	0
DAS-S53R5_141	3	1	3	3	1	0	1	0
DAS-S53R5_142	1	0	1	0	0	0	0	0
DAS-S53R5_163	1	0	0	0	0	0	0	0
DAS-S53R5_166	1	0	0	0	0	0	0	0
DAS-S53R5_171	1	0	1	0	0	0	0	0
DAS-S53R5_174	2	0	0	0	1	0	0	0
DAS-S53R5_208	1	0	2	1	0	2	0	0
DAS-S53R5_213	1	1	1	0	1	0	0	0
DAS-S53R5_27	2	0	0	0	0	0	0	0
DAS-S53R5_41	3	2	0	0	0	0	0	0
DAS-S53R5_43	3	1	6	4	0	2	0	0
DAS-S53R5_83	2	0	0	0	0	0	1	0
JFJ-S34R1_126	1	0	2	0	0	0	0	0
JFJ-S34R1_146	2	1	1	0	0	0	0	0
JFJ-S34R1_173	2	1	0	0	2	0	2	0
JFJ-S34R1_204	1	0	0	0	0	0	0	0
JFJ-S34R1_57	4	2	0	0	1	0	0	0
JFJ-S34R1_84	4	1	1	0	1	1	0	0
JFJ-S34R1_92	1	0	0	1	0	0	0	0
JFJ-S34R3_114	1	0	0	2	1	0	0	0
JFJ-S34R3_182	2	0	1	0	0	0	0	0
JFJ-S34R3_188	1	1	1	0	0	0	1	0
JFJ-S34R3_2	1	0	1	0	0	0	0	0
JFJ-S34R3_20	1	1	0	0	0	1	0	0
JFJ-S34R3_219	2	0	0	0	1	0	0	0
JFJ-S34R3_230	1	0	1	0	2	0	1	0
JFJ-S34R3_233	1	2	0	2	0	2	0	0
JFJ-S34R3_278	1	1	0	0	1	0	0	0
JFJ-S34R3_28	2	0	0	0	0	1	0	0
JFJ-S34R3_34	8	0	1	8	3	3	3	0
JFJ-S34R3_69	1	1	0	0	1	0	0	0
JFJ-S34R4_19	2	0	0	0	0	0	0	0
JFJ-S34R4_36	1	1	0	0	0	0	0	0
JFJ-S35R1_103	2	0	1	0	2	0	1	0
JFJ-S35R1_122	2	0	0	0	0	0	0	0
JFJ-S35R1_124	1	0	0	0	1	0	0	0
JFJ-S35R1_204	2	0	0	1	0	1	2	0
JFJ-S35R1_21	1	0	0	0	0	0	0	0
JFJ-S35R1_220	3	0	0	0	1	0	0	0
JFJ-S35R1_39	1	0	0	1	0	0	0	0
JFJ-S35R1_43	1	0	0	0	0	0	0	0
JFJ-S35R1_74	1	0	1	0	0	0	0	0
JFJ-S35R1_78	1	0	0	0	0	1	0	0
JFJ-S35R1_81	1	1	0	0	0	0	0	0
JFJ-S35R2_101	1	1	0	0	1	0	0	0
JFJ-S35R2_128	1	0	0	0	0	0	0	0
JFJ-S35R2_139	2	0	0	0	1	0	0	0
JFJ-S35R2_15	1	1	1	1	1	0	0	0
JFJ-S35R2_151	1	1	0	0	0	0	0	0
JFJ-S35R2_154	1	0	1	0	0	0	0	0
JFJ-S35R2_171	1	0	3	1	0	0	0	0
JFJ-S35R2_181	1	0	0	0	0	0	0	0
JFJ-S35R2_189	2	0	0	0	1	0	0	0
JFJ-S35R2_195	1	0	1	2	0	1	0	0
JFJ-S35R2_204	12	0	2	2	0	4	5	0
JFJ-S35R2_205	4	1	0	0	1	0	0	0
JFJ-S35R2_229	2	0	0	1	1	0	0	0
JFJ-S35R2_24	3	1	0	0	1	0	0	0
JFJ-S35R2_240	2	0	0	0	1	0	0	0
JFJ-S35R2_32	3	1	2	2	1	1	2	0
JFJ-S35R2_45	1	2	0	1	1	0	0	0
JFJ-S35R2_71	4	0	0	0	0	0	0	0
JFJ-S35R2_76	1	0	0	0	0	0	1	0
JFJ-S35R2_77	2	0	1	0	0	0	0	0
JFJ-S35R2_78	2	3	1	0	0	1	0	0
JFJ-S35R3_116	2	0	0	0	0	0	1	0
JFJ-S35R3_120	2	0	0	1	0	0	0	0
JFJ-S35R3_133	1	0	0	0	0	0	1	0
JFJ-S35R3_176	1	0	1	1	1	1	0	0
JFJ-S35R3_44	1	3	1	0	0	0	0	0
JFJ-S35R3_49	1	0	1	0	1	1	0	0
JFJ-S35R3_75	2	0	0	0	0	0	0	0
JFJ-S35R4_121	1	0	0	0	1	0	0	0
JFJ-S35R4_124	1	0	0	0	0	0	0	0
JFJ-S35R4_128	1	0	0	0	0	0	0	0
JFJ-S35R4_184	1	2	0	0	1	0	1	0
JFJ-S35R4_185	1	0	1	0	1	0	0	0
JFJ-S35R4_217	1	0	0	0	0	0	0	0
JFJ-S35R4_5	1	0	0	0	0	0	0	0
JFJ-S35R4_69	1	0	0	0	0	0	0	0
JFJ-S35R4_71	1	0	0	0	1	0	0	0
JFJ-S35R4_86	3	1	0	0	0	0	0	0
JFJ-S35R5_107	1	0	0	0	0	0	0	0
JFJ-S35R5_132	1	0	0	0	0	0	0	0
JFJ-S35R5_135	2	2	0	0	1	0	0	0
JFJ-S35R5_148	1	0	0	0	0	0	0	0
JFJ-S35R5_188	2	0	0	0	0	0	0	0
JFJ-S35R5_238	1	1	0	0	0	0	0	0
JFJ-S35R5_38	1	0	0	0	0	0	0	0
JFJ-S35R5_69	1	1	0	0	0	0	0	0
JFJ-S36R1_143	4	1	0	1	0	0	0	0
JFJ-S36R1_15	1	2	1	0	1	1	0	0
JFJ-S36R1_206	1	0	0	0	0	0	0	0
JFJ-S36R1_250	1	0	0	0	0	0	0	0
JFJ-S36R1_255	1	0	1	0	1	0	1	0
JFJ-S36R1_278	3	0	0	0	0	0	0	0
JFJ-S36R1_38	1	0	0	0	0	0	0	0
JFJ-S36R1_47	1	0	2	0	1	0	0	0
JFJ-S36R1_52	1	0	1	0	0	0	0	0
JFJ-S36R1_64	4	1	0	0	1	0	0	0
JFJ-S36R1_94	1	2	1	0	0	0	0	0
JFJ-S36R1_95	1	0	0	0	0	0	0	0
JFJ-S36R2_100	1	2	0	0	0	0	0	0
JFJ-S36R2_102	1	0	1	0	0	0	0	0
JFJ-S36R2_81	3	0	2	0	0	1	0	0
JFJ-S36R3_10	1	0	2	1	0	1	0	0
JFJ-S36R3_186	1	1	0	1	0	0	0	0
JFJ-S36R3_191	1	0	0	0	0	0	0	0
JFJ-S36R3_20	1	0	0	0	0	0	0	0
JFJ-S36R3_208	2	1	0	0	0	0	0	0
JFJ-S36R3_24	2	1	0	0	1	0	0	0
JFJ-S36R3_68	1	2	0	0	0	0	0	0
JFJ-S36R3_98	1	0	1	0	1	0	0	0
JFJ-S36R4_136	1	0	2	1	0	1	0	0
JFJ-S36R4_145	3	0	0	0	1	0	0	0
JFJ-S36R4_28	1	0	0	0	0	0	0	0
JFJ-S36R4_48	1	0	0	0	0	0	0	0
JFJ-S36R4_5	1	0	0	0	0	0	0	0
JFJ-S36R4_61	1	0	0	0	0	0	0	0
JFJ-S36R5_10	4	0	0	0	0	0	0	0
JFJ-S36R5_123	1	0	0	0	0	0	0	0
JFJ-S36R5_126	1	0	0	0	0	0	0	0
JFJ-S36R5_167	1	1	0	0	0	0	0	0
JFJ-S36R5_177	2	0	0	0	0	0	0	0
JFJ-S36R5_239	1	0	0	0	0	0	0	0
JFJ-S36R5_30	1	1	0	0	0	0	0	0
JFJ-S36R5_90	1	0	0	0	0	0	0	0
JFJ-S37R1_28	1	0	1	0	0	0	0	0
JFJ-S37R1_37	1	1	1	1	1	0	0	0
JFJ-S37R1_57	1	0	0	1	0	0	0	0
JFJ-S37R2_32	1	1	0	0	0	0	0	0
JFJ-S37R2_35	3	1	0	0	1	0	0	0
JFJ-S37R2_36	1	0	0	0	0	0	0	0
JFJ-S37R4_112	1	1	0	0	0	0	1	0
JFJ-S37R4_27	1	0	0	0	1	0	0	0
JFJ-S37R4_80	1	1	0	0	0	0	0	0
JFJ-S37R5_106	1	0	2	0	0	0	0	0
JFJ-S37R5_137	1	1	0	0	0	0	1	0
JFJ-S37R5_51	2	1	0	0	0	1	0	0
JFJ-S37R5_90	3	1	1	4	1	0	0	0
JFJ-S38R2_115	1	0	0	0	0	1	0	0
JFJ-S38R2_119	1	2	0	2	1	0	0	0
JFJ-S38R2_24	1	0	0	1	0	0	0	0
JFJ-S38R2_46	3	1	1	0	0	1	0	0
JFJ-S38R2_47	2	0	0	0	0	0	0	0
JFJ-S38R2_61	1	0	0	0	0	0	0	0
JFJ-S38R3_101	1	0	1	1	0	0	0	0
JFJ-S38R3_113	5	1	0	0	0	0	0	0
JFJ-S38R3_117	1	1	1	0	1	0	0	0
JFJ-S38R3_130	1	0	0	0	1	0	0	0
JFJ-S38R3_132	1	1	0	0	0	0	0	0
JFJ-S38R3_136	3	1	0	0	0	1	0	0
JFJ-S38R3_161	1	0	0	0	0	0	1	0
JFJ-S38R3_184	2	1	0	1	0	0	0	0
JFJ-S38R4_102	1	0	0	0	0	0	0	0
JFJ-S38R4_111	1	0	0	0	0	0	0	0
JFJ-S38R4_173	2	0	0	0	1	0	0	0
JFJ-S38R4_175	3	1	1	0	0	1	0	0
JFJ-S38R4_61	1	0	0	0	0	0	0	0
JFJ-S38R4_77	1	0	0	0	0	0	0	0
JFJ-S38R5_135	1	1	1	0	0	1	0	0
JFJ-S38R5_157	1	0	0	0	0	0	0	0
JFJ-S38R5_200	4	0	5	1	0	2	0	0
JFJ-S38R5_68	3	0	0	0	1	0	0	0
JFJ-S38R5_78	1	1	1	2	0	0	1	0
KKK-S54R1_12	1	0	0	0	0	0	0	0
KKK-S54R1_172	2	0	0	1	0	0	0	0
KKK-S54R1_18	1	0	5	2	0	0	0	0
KKK-S54R1_190	1	2	1	3	1	1	0	0
KKK-S54R1_56	3	3	0	1	1	0	0	0
KKK-S54R1_72	1	1	0	1	0	0	0	0
KKK-S54R1_74	2	1	4	3	1	0	0	0
KKK-S54R2_59	5	1	1	1	0	0	1	0
KKK-S54R3_15	2	0	0	0	2	0	0	0
KKK-S54R3_154	1	1	1	1	1	0	0	0
KKK-S54R3_181	1	0	0	0	0	0	0	0
KKK-S54R3_27	1	1	1	0	0	0	0	0
KKK-S54R3_92	1	0	0	0	0	0	1	0
KKK-S55R1_109	1	0	0	1	0	0	0	0
KKK-S55R1_163	1	0	1	0	2	0	0	0
KKK-S55R1_72	2	1	0	0	0	0	0	0
KKK-S55R1_86	1	1	1	0	0	0	0	0
KKK-S55R1_95	2	1	2	1	1	0	0	0
KKK-S55R1_98	1	2	1	0	1	0	0	0
KKK-S55R2_139	1	1	0	0	0	1	0	0
KKK-S55R2_175	1	0	1	0	0	0	0	0
KKK-S55R2_176	2	2	0	0	1	1	0	0
KKK-S55R2_213	1	0	0	0	0	0	0	0
KKK-S55R2_27	1	2	1	0	0	0	1	0
KKK-S55R2_286	1	2	0	0	0	1	1	0
KKK-S55R2_44	1	1	0	0	1	0	0	0
KKK-S55R3_121	2	1	0	0	1	0	0	0
KKK-S55R3_143	1	1	0	2	0	0	0	0
KKK-S55R3_190	1	1	0	0	0	0	0	0
KKK-S55R3_208	2	0	0	0	0	0	0	0
KKK-S55R3_249	1	1	0	0	1	0	0	0
KKK-S56R1_105	7	3	1	1	1	2	1	0
KKK-S56R1_118	1	2	0	0	1	0	0	0
KKK-S56R1_175	3	0	1	0	0	0	0	0
KKK-S56R1_20	1	0	1	1	0	0	0	0
KKK-S56R1_53	3	0	0	0	0	0	0	0
KKK-S56R1_60	1	0	0	0	0	0	0	0
KKK-S56R1_70	1	4	1	0	2	2	0	1
KKK-S56R1_86	3	0	1	0	1	0	0	0
KKK-S56R1_91	1	1	1	0	1	0	0	0
KKK-S56R2_11	1	0	0	0	0	0	0	0
KKK-S56R2_121	1	1	1	0	1	0	0	0
KKK-S56R2_130	1	0	2	1	1	0	0	0
KKK-S56R2_184	3	3	1	0	1	1	1	0
KKK-S56R2_198	2	0	0	3	0	0	0	0
KKK-S56R2_202	2	1	0	1	0	0	3	0
KKK-S56R2_4	2	0	0	1	0	0	0	0
KKK-S56R2_87	1	1	1	1	0	0	0	0
KKK-S56R3_135	1	2	1	0	2	2	0	0
KKK-S56R3_176	4	1	2	1	0	1	0	0
KKK-S56R3_183	1	1	1	1	1	1	0	0
KKK-S56R3_34	2	2	1	1	0	1	1	0
KKK-S56R3_64	1	1	0	0	1	0	0	0
KKK-S56R3_79	1	1	1	0	0	0	0	0
KKK-S56R3_86	1	1	1	0	0	0	0	0
KKK-S56R3_9	1	0	0	1	0	0	0	0
KKK-S57R1_111	4	1	2	1	1	0	0	0
KKK-S57R1_144	3	1	0	0	1	0	0	0
KKK-S57R1_146	1	1	1	2	1	0	0	0
KKK-S57R1_150	1	0	0	1	2	0	0	0
KKK-S57R1_161	2	1	1	1	1	0	0	0
KKK-S57R1_34	1	0	1	1	0	0	0	0
KKK-S58R2_165	1	0	0	0	0	0	0	0
KKK-S58R2_30	2	1	0	0	0	0	0	0
KKK-S58R2_75	1	0	1	0	0	0	1	0
KKK-S58R3_32	3	4	1	2	1	1	1	0
KKK-S58R3_72	1	1	0	0	2	0	0	0
KKK-S58R3_76	1	1	0	2	1	0	0	0
KKK-S58R3_8	1	0	0	0	0	0	0	0
