virus_id	length	topology	n_genes	virus_score	n_hallmarks	marker_enrichment	taxonomy	completeness	checkv_quality	PhaTYP	class	vcontact_family	phagcn_family	anti_CRISPR_id	tRNA_num	Host_Phylum	CRISPR
AAB-S21R3_NODE_102_length_31638_cov_9.563499	31638	No terminal repeats	47	0.9902	1	16.3579	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.61	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Crenarchaeota	No
AAB-S21R3_NODE_55_length_40159_cov_23.873953	40159	DTR	56	0.9898	5	22.8659	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Crenarchaeota	No
AAB-S21R3_NODE_29_length_49991_cov_8.124039	49991	No terminal repeats	62	0.9856	1	17.2563	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	73.4	Medium-quality	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	1	p__Actinobacteriota	No
AAB-S21R3_NODE_58_length_39492_cov_12.973198	39492	No terminal repeats	61	0.9814	3	11.0733	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S21R3_NODE_20_length_55529_cov_11.932617	55529	DTR	75	0.9758	10	26.3757	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Proteobacteria	No
AAB-S21R3_NODE_1_length_104200_cov_16.615834	104200	No terminal repeats	145	0.9687	8	45.24	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	86.49	Medium-quality	virulent	c__Caudoviricetes	NA	Drexlerviridae	NA	1	p__Proteobacteria	No
AAB-S21R3_NODE_34_length_47217_cov_11.851427	47217	No terminal repeats	62	0.9603	4	23.1986	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.96	Medium-quality	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	NA	p__Actinobacteriota	No
AAB-S21R4_NODE_105_length_40384_cov_23.559573	40384	No terminal repeats	60	0.9955	4	46.345	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	99.26	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S21R4_NODE_158_length_32055_cov_14.629281	32055	No terminal repeats	55	0.9944	8	27.1299	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	75.72	Medium-quality	temperate	c__Caudoviricetes	NA	Kyanoviridae	NA	NA	p__Firmicutes	No
AAB-S21R4_NODE_141_length_34151_cov_38.812353	34151	No terminal repeats	44	0.994	2	36.4263	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	73.22	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	2	p__Crenarchaeota	No
AAB-S21R4_NODE_266_length_21073_cov_14.386526	21073	No terminal repeats	19	0.9919	1	12.0179	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	58.48	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Crenarchaeota	No
AAB-S21R4_NODE_82_length_46955_cov_43.057484	46955	No terminal repeats	70	0.9905	3	35.1798	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	Salasmaviridae	NA	NA	p__Firmicutes	No
AAB-S21R4_NODE_235_length_23726_cov_27.329137	23726	No terminal repeats	29	0.9883	4	14.9105	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.74	Medium-quality	temperate	c__Caudoviricetes	NA	Vilmaviridae	NA	NA	p__Cyanobacteria	No
AAB-S21R4_NODE_79_length_47650_cov_15.062885	47650	No terminal repeats	75	0.9869	2	19.2685	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	82.09	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Crenarchaeota	No
AAB-S21R4_NODE_172_length_29355_cov_14.988020	29355	No terminal repeats	37	0.9864	3	31.0311	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	78.68	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S21R4_NODE_100_length_41306_cov_16.204334	41306	No terminal repeats	83	0.9775	2	17.9654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.63	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Myxococcota	No
AAB-S21R5_k55_1623134	44706	No terminal repeats	69	0.995	5	45.2933	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	temperate	c__Caudoviricetes	NA	Salasmaviridae	NA	NA	p__Bacteroidota	No
AAB-S21R5_k55_3460798	41836	DTR	87	0.9944	7	42.3382	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Chaseviridae	anti_CRISPR0773	NA	p__Crenarchaeota	No
AAB-S21R5_k55_566069	50859	No terminal repeats	60	0.9942	4	43.6784	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	82.54	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S21R5_k55_1158	23989	No terminal repeats	26	0.9921	4	10.0777	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.45	Medium-quality	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	NA	p__Deinococcota	No
AAB-S21R5_k55_113192	25490	No terminal repeats	38	0.9917	2	29.3948	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	69.31	Medium-quality	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Proteobacteria	No
AAB-S21R5_k55_1157732	36441	No terminal repeats	52	0.9914	2	29.7188	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Bacteroidota	No
AAB-S21R5_k55_1850971	61588	No terminal repeats	102	0.9906	7	38.8066	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	70.03	Medium-quality	virulent	c__Caudoviricetes	NA	Vilmaviridae	NA	NA	p__Proteobacteria	No
AAB-S21R5_k55_3460797	40045	DTR	59	0.986	4	18.9654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	4	p__Spirochaetota	No
AAB-S21R5_k55_3014680	39032	No terminal repeats	54	0.9687	4	20.8912	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	96.87	High-quality	virulent	c__Caudoviricetes	NA	Salasmaviridae	NA	NA	p__Crenarchaeota	No
AAB-S21R5_k55_39216	46111	DTR	40	0.8701	1	8.712	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	51.33	Medium-quality	temperate	c__Caudoviricetes	NA	Peduoviridae	NA	NA	p__Proteobacteria	No
AAB-S22R1_NODE_23_length_40335_cov_25.970482	40335	No terminal repeats	36	0.9962	4	27.0227	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.63	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R1_NODE_18_length_42109_cov_29.246302	42109	DTR	64	0.9943	11	45.189	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	65.35	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S22R1_NODE_8_length_48915_cov_20.656140	48915	No terminal repeats	74	0.9937	8	32.2322	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.27	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R1_NODE_49_length_33325_cov_15.741839	33325	No terminal repeats	45	0.9933	1	20.5143	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	71.85	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R1_NODE_39_length_35923_cov_13.220336	35923	No terminal repeats	47	0.9929	5	29.3107	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	78.08	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R1_NODE_6_length_57498_cov_25.582282	57498	No terminal repeats	68	0.9925	5	42.2315	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	95.8	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R1_NODE_34_length_36187_cov_24.041708	36187	No terminal repeats	72	0.9924	3	29.8808	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	56.77	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S22R1_NODE_102_length_23245_cov_23.330660	23245	No terminal repeats	46	0.9889	3	18.0639	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.94	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	anti_CRISPR0772,anti_CRISPR0772	NA	p__Proteobacteria	No
AAB-S22R1_NODE_13_length_44372_cov_20.306542	44372	No terminal repeats	90	0.9856	2	16.612	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	67.94	Medium-quality	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	NA	p__Proteobacteria	No
AAB-S22R1_NODE_88_length_25193_cov_14.285703	25193	No terminal repeats	26	0.9822	6	15.739	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.64	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S22R1_NODE_16_length_44102_cov_39.304198	44102	DTR	56	0.9783	5	21.706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Myxococcota	No
AAB-S22R1_NODE_21_length_41668_cov_20.596689	41668	No terminal repeats	64	0.9743	1	14.2815	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.62	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Chloroflexota	No
AAB-S22R1_NODE_56_length_31530_cov_12.453185	31530	No terminal repeats	43	0.9644	5	19.1809	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	53.23	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R2_NODE_272_length_45018_cov_37.192025	45018	DTR	69	0.9941	5	32.4673	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S22R2_NODE_369_length_38088_cov_27.604712	38088	No terminal repeats	45	0.9926	5	37.4831	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	98.52	High-quality	temperate	c__Caudoviricetes	Siphoviridae	NA	NA	1	p__Firmicutes	No
AAB-S22R2_NODE_939_length_21762_cov_14.827567	21762	No terminal repeats	25	0.9923	1	13.0215	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.75	Medium-quality	virulent	c__Caudoviricetes	NA	Salasmaviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R2_NODE_224_length_48565_cov_19.316615	48565	DTR	57	0.9919	3	34.0914	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Thermotogae	No
AAB-S22R2_NODE_174_length_54876_cov_52.999945	54876	DTR	90	0.9918	7	48.4217	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S22R2_NODE_153_length_60227_cov_22.742472	60227	DTR	83	0.9908	5	30.0505	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Salasmaviridae	anti_CRISPR0778	NA	p__Proteobacteria	No
AAB-S22R2_NODE_288_length_43749_cov_54.592782	43749	DTR	52	0.9899	3	18.0103	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA		No
AAB-S22R2_NODE_449_length_34154_cov_37.380950	34154	No terminal repeats	40	0.9899	5	41.7811	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	79.89	Medium-quality	temperate	c__Caudoviricetes	Podoviridae	NA	NA	NA	p__Cyanobacteria	No
AAB-S22R2_NODE_607_length_28087_cov_34.211722	28087	No terminal repeats	43	0.9895	11	29.8347	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	73.52	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Euryarchaeota	No
AAB-S22R2_NODE_249_length_46721_cov_22.492007	46721	No terminal repeats	76	0.9889	12	31.9818	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	84.21	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	1	p__Actinobacteriota	No
AAB-S22R2_NODE_62_length_87313_cov_21.299434	87313	DTR	187	0.9887	2	34.5944	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Straboviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R2_NODE_170_length_55988_cov_13.379096	55988	No terminal repeats	94	0.9843	4	25.5989	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Salasmaviridae	NA	2	p__Proteobacteria	No
AAB-S22R2_NODE_326_length_40728_cov_9.099796	40728	No terminal repeats	51	0.9805	3	11.7362	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	68.09	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	1	p__Actinobacteriota	No
AAB-S22R2_NODE_726_length_25289_cov_7.429698	25289	No terminal repeats	42	0.979	5	15.5498	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.97	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S22R2_NODE_580_length_29008_cov_7.395089	29008	No terminal repeats	34	0.9787	3	14.0494	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	78.82	Medium-quality	virulent	c__Caudoviricetes	NA	Herelleviridae	NA	NA	p__Crenarchaeota	No
AAB-S22R2_NODE_1054_length_20221_cov_7.281365	20221	No terminal repeats	33	0.9783	3	7.9852	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.99	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Chloroflexota	No
AAB-S22R2_NODE_290_length_43696_cov_35.533283	43696	DTR	65	0.9764	4	24.7138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S22R2_NODE_540_length_30196_cov_10.665738	30196	No terminal repeats	37	0.975	1	6.9501	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	59.29	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Crenarchaeota	No
AAB-S22R2_NODE_320_length_40978_cov_8.705031	40978	DTR	61	0.9671	3	19.0833	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Kyanoviridae	NA	NA	p__Proteobacteria	No
AAB-S22R2_NODE_480_length_32576_cov_61.410073	32576	No terminal repeats	56	0.9594	3	11.471	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	60.61	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Crenarchaeota	No
AAB-S22R2_NODE_579_length_29083_cov_8.074583	29083	No terminal repeats	42	0.9521	12	24.8988	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	75.84	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Myxococcota	No
AAB-S22R2_NODE_425_length_35087_cov_18.986127	35087	DTR	61	0.9519	0	9.3655	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	No
AAB-S22R2_NODE_897_length_22439_cov_7.236866	22439	No terminal repeats	25	0.9417	5	9.6687	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	57.33	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA		No
AAB-S22R3_NODE_709_length_17508_cov_98.641208	17508	ITR	25	0.995	3	23.8085	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	Podoviridae	Salasmaviridae	NA	NA	p__Proteobacteria	No
AAB-S22R3_NODE_330_length_26758_cov_13.706437	26758	No terminal repeats	46	0.9941	5	27.668	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.17	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R3_NODE_693_length_17712_cov_67.327575	17712	ITR	24	0.9931	3	26.5104	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	Podoviridae	Salasmaviridae	NA	NA	p__Euryarchaeota	No
AAB-S22R3_NODE_160_length_42692_cov_13.214696	42692	ITR	68	0.993	7	42.344	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA		No
AAB-S22R3_NODE_136_length_47929_cov_78.214417	47929	No terminal repeats	57	0.9927	8	22.3706	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	63.42	Medium-quality	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	1	p__Proteobacteria	No
AAB-S22R3_NODE_245_length_32817_cov_8.728985	32817	No terminal repeats	43	0.9906	6	16.6249	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.36	Medium-quality	temperate	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R3_NODE_176_length_39868_cov_14.739884	39868	DTR	61	0.9875	5	23.2874	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	55.23	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	anti_CRISPR0778	NA	p__Firmicutes	No
AAB-S22R5_k55_2662115	33730	No terminal repeats	48	0.9961	6	38.851	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	82.59	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_907390	47461	No terminal repeats	78	0.9961	7	67.2247	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	Myoviridae	Chaseviridae	NA	1	p__Proteobacteria	No
AAB-S22R5_k55_2009267	37747	No terminal repeats	54	0.9961	8	37.8857	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	83.48	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_2355442	39736	No terminal repeats	46	0.9959	4	31.5381	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	92.48	High-quality	temperate	c__Caudoviricetes	Podoviridae	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_912216	56346	No terminal repeats	75	0.9958	12	56.9861	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	90.3	High-quality	virulent	c__Caudoviricetes	Myoviridae	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_843393	73590	DTR	78	0.9955	4	65.2879	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;Schitoviridae	100	Complete	virulent	c__Caudoviricetes	Schitoviridae	Schitoviridae	anti_CRISPR0908	NA	p__Actinobacteriota	No
AAB-S22R5_k55_511128	40389	No terminal repeats	57	0.9954	5	35.402	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	98.76	High-quality	virulent	c__Caudoviricetes	Podoviridae	Mesyanzhinovviridae	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_112549	48156	No terminal repeats	61	0.9952	4	44.7414	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	82.46	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	1	p__Actinobacteriota	No
AAB-S22R5_k55_2639071	65996	No terminal repeats	86	0.9951	3	50.3671	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	91.64	High-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	2	p__Firmicutes	No
AAB-S22R5_k55_1108684	44330	DTR	62	0.9951	5	25.6596	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_3202991	53175	No terminal repeats	84	0.9951	0	39.062	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	50.45	Medium-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Thermotogae	No
AAB-S22R5_k55_192840	29266	No terminal repeats	37	0.9946	6	42.3149	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	64.82	Medium-quality	virulent	c__Caudoviricetes	Myoviridae	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_360249	71451	No terminal repeats	91	0.9945	3	43.2138	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_2668950	102392	No terminal repeats	160	0.9943	12	86.6889	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	Myoviridae	Mesyanzhinovviridae	NA	17	p__Actinobacteriota	No
AAB-S22R5_k55_4152594	42640	DTR	78	0.9941	10	42.0369	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Demerecviridae	NA	1	p__Proteobacteria	No
AAB-S22R5_k55_369619	65045	DTR	95	0.9939	8	63.2014	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA		No
AAB-S22R5_k55_2536470	39560	No terminal repeats	55	0.9938	8	39.8427	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Actinobacteriota	Yes
AAB-S22R5_k55_2095954	44062	No terminal repeats	79	0.9933	12	48.6623	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	85.93	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Proteobacteria	No
AAB-S22R5_k55_2728720	36348	DTR	58	0.9932	9	39.3091	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	54.71	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_4152582	69270	DTR	91	0.9924	5	44.5654	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	1	p__Planctomycetota	No
AAB-S22R5_k55_211264	60293	No terminal repeats	91	0.9922	8	46.7197	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Chaseviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_1705030	126966	No terminal repeats	179	0.992	8	85.6775	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.03	Medium-quality	virulent	c__Caudoviricetes	Myoviridae	Chaseviridae	NA	4	p__Actinobacteriota	No
AAB-S22R5_k55_2779271	203551	No terminal repeats	224	0.9918	3	61.0283	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	90.75	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	NA	p__Firmicutes	Yes
AAB-S22R5_k55_717426	63949	No terminal repeats	81	0.9917	10	44.1532	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Zobellviridae	NA	1	p__Proteobacteria	No
AAB-S22R5_k55_2558884	59706	No terminal repeats	84	0.9915	6	45.5168	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	Casjensviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_2146223	34826	No terminal repeats	54	0.9915	10	25.5141	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	89.8	Medium-quality	virulent	c__Caudoviricetes	NA	NA	NA	2	p__Firmicutes	No
AAB-S22R5_k55_603843	45860	No terminal repeats	62	0.9915	6	34.2127	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	81.39	Medium-quality	virulent	c__Caudoviricetes	NA	Mesyanzhinovviridae	NA	NA	p__Actinobacteriota	No
AAB-S22R5_k55_4152598	51762	DTR	82	0.9914	8	26.4157	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	Complete	virulent	c__Caudoviricetes	NA	NA	NA	NA		Yes
AAB-S22R5_k55_3945954	39578	No terminal repeats	57	0.9914	9	28.9674	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	100	High-quality	virulent	c__Caudoviricetes	NA	NA	NA	1		No
AAB-S22R5_k55_3903277	26354	No terminal repeats	40	0.9913	6	33.273	Viruses;Duplodnaviria;Heunggongvirae;Uroviricota;Caudoviricetes;;	62.45	Medium-quality	temperate	c__Caudoviricetes	NA	NA	NA	NA	p__Spirochaetota	No
