ID	Completeness (%)	Contamination (%)	Genome_size	GC_content	Group	GTDB_classification	Min_contig_length	Max_contig_length	Mean_contig_length	Median_contig_length	N50	Num_contig	tRNA	5S_ribosomal_RNA	16S_ribosomal_RNA	23S_ribosomal_RNA	5S+16S+23S	NCBI_classification
AAB-S29R3_67	83.38	2.01	3344691	62.93	Medium quality	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184;Palsa-1515	1501	172308	14669	9206	23890	228	38	1	1	0	0	Bacteria;candidate division WPS-2
AAB-S29R3_69	94.95	3.23	6475602	66.97	Near complete	Bacteria;Myxococcota;Polyangia;Palsa-1104;Fen-1088;FEN-1088	1610	340207	34262	18880	71687	189	43	1	1	2	1	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
AAB-S29R3_75	79.4	3.36	3545089	62.71	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;SBC82	1030	33112	6714	5051	8688	528	32	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S29R3_87	84.62	6.47	5797549	49.96	Medium quality	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae;SCAWS-G2	2001	28670	5459	4274	6813	1062	48	2	1	0	0	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales
AAB-S29R3_91	86.29	0.99	4499535	48.5	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	2029	57362	11333	9004	14484	397	33	0	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
AAB-S29R3_97	90.01	4.66	5425132	59.64	Near complete	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae;Bog-113	1501	77402	7851	5195	11895	691	45	0	1	0	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S29R4_102	88.56	1.57	4900514	69.61	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1432	52400	9091	6392	12665	539	36	0	1	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S29R4_104	92.38	6.04	5147218	57.74	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Koribacteraceae;Sulfotelmatobacter	2004	58947	6965	5234	9017	739	35	0	0	0	0	Bacteria;Acidobacteria
AAB-S29R4_106	87.19	1.74	6957945	56.98	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Bryobacterales;Bryobacteraceae	1275	38095	5633	4462	6606	1235	31	1	0	1	0	Bacteria;Acidobacteria;Acidobacteriia;Bryobacterales
AAB-S29R4_113	95.47	4.91	2695605	69.28	Near complete	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;70-9	1003	102959	12308	4335	33875	219	48	1	0	1	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R4_131	64.38	2.54	4406884	61.95	Partial	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Bradyrhizobium	1001	11960	2222	1868	2440	1983	24	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria
AAB-S29R4_132	68.25	2.99	3099934	59.15	Partial	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	1003	10077	2622	2297	2933	1182	11	0	1	0	0	Bacteria;Acidobacteria
AAB-S29R4_15	79.36	4.15	4145579	69.17	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	2004	43427	8081	6018	10542	513	37	1	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S29R4_165	78.62	3.85	5416087	68.67	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	2021	58012	7098	5356	8954	763	42	1	1	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R4_171	93.99	5.18	4333270	56.87	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	2011	59305	11970	8431	18230	362	44	0	0	0	0	Bacteria;Acidobacteria
AAB-S29R4_172	97.69	6.47	8119291	53.4	Medium quality	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae	2022	111569	10174	6732	14963	798	38	2	1	3	1	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Thermosporotrichaceae
AAB-S29R4_18	68.49	3.34	5410005	58.13	Partial	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;PALSA-350	1002	19379	3138	2616	3528	1724	30	0	0	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S29R4_196	91.67	3.95	3345212	69.65	Near complete	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Jatrophihabitantaceae	1513	279999	29088	2992	107760	115	45	1	1	0	0	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae
AAB-S29R4_19	93.27	2.77	3558537	71.1	Near complete	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Pseudonocardiaceae;Pseudonocardia	2028	117354	20810	15463	31458	171	37	1	2	0	0	Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
AAB-S29R4_203	88.06	1.34	5441982	69.72	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;UBA9676	2003	41949	7774	6227	9743	700	57	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R4_213	69.87	2.56	5203466	68.59	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	2004	59739	5240	3915	6106	993	43	1	1	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R4_220	83.26	3.21	4793086	58.49	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	2010	25799	5131	3894	6001	934	39	1	0	1	0	Bacteria;Acidobacteria
AAB-S29R4_244	97.35	1.14	2953760	69.32	Near complete	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-744	1580	236507	43437	25352	77933	68	41	1	1	1	1	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R4_25	71.67	3.48	5631193	63.26	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;VAZQ01	1003	24949	4119	3402	4630	1367	25	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria
AAB-S29R4_35	72.29	2.72	5251061	70.26	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Palsa-504	2005	20471	4530	3759	5052	1159	26	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R4_41	66.8	1.83	3556345	68.37	Partial	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Micromonosporaceae	1012	10409	2502	2105	2823	1421	44	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R4_48	94.61	2.59	2531627	69.55	Near complete	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;70-9	1024	88570	12658	6472	28682	200	39	3	1	1	1	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R4_5	73.99	3.46	5111558	70.15	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Bog-532	2007	45986	6020	4692	6912	849	30	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R4_61	78.89	2.71	3958964	69.39	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	2001	67938	7512	4750	11617	527	41	1	1	1	1	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S29R4_66	76.2	0.85	4082172	56.98	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	2009	45543	9111	6510	12769	448	28	0	1	0	0	Bacteria;Acidobacteria
AAB-S29R4_80	72.2	2.14	3039154	69.12	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1003	15388	2872	2317	3440	1058	25	1	1	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S29R4_86	74.83	1.71	4343176	56.74	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;UBA7541;UBA7541;UBA7541	2023	93369	13081	9119	17783	332	31	2	1	0	0	Bacteria;Acidobacteria
AAB-S29R5_101	81.81	2.38	2172440	64.33	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Methyloligellaceae;Methyloceanibacter;Methyloceanibacter sp002383105	1002	22316	2996	2384	3388	725	37	1	1	1	1	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae
AAB-S29R5_137	73.19	2.43	3608844	64.99	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae	1007	21438	3154	2636	3592	1144	20	0	1	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae
AAB-S29R5_138	92.82	1.72	4533169	69.36	Near complete	Bacteria;Actinobacteriota;Thermoleophilia;Gaiellales;Gaiellaceae	2004	157033	20794	12170	35615	218	50	1	1	1	1	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R5_159	58.46	1.24	3293847	72.58	Partial	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;UBA9676	1502	25034	3568	2729	4080	923	4	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R5_175	57.85	1.12	3569962	38.93	Partial	Archaea;Thermoproteota;Nitrososphaeria;Nitrososphaerales;Nitrososphaeraceae;UBA10452	1500	13587	2463	2097	2444	1449	23	0	1	1	0	Archaea;Thaumarchaeota
AAB-S29R5_177	95.78	0.46	4265917	69.29	Near complete	Bacteria;Eremiobacterota;Eremiobacteria;UBP12;UBA5184;Palsa-1478	1607	225929	40627	30069	58312	105	59	1	0	1	0	Bacteria;candidate division WPS-2
AAB-S29R5_17	91.7	4.04	3248646	64.54	Near complete	Bacteria;Dormibacterota;Dormibacteria;Dormibacterales;Dormibacteraceae;Palsa-870	2002	44626	7366	5758	9288	441	42	1	1	0	0	Bacteria;candidate division AD3
AAB-S29R5_212	84.16	4.16	5915186	54.18	Medium quality	Bacteria;Chloroflexota;Ktedonobacteria;Ktedonobacterales;Ktedonobacteraceae	2007	87978	9449	4936	17578	626	36	3	0	3	0	Bacteria;Chloroflexi;Ktedonobacteria;Ktedonobacterales;Thermosporotrichaceae
AAB-S29R5_215	79.4	2.85	5509319	71.5	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Pseudonocardiaceae;Pseudonocardia	2003	31311	4493	3609	5013	1226	31	1	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
AAB-S29R5_218	79.84	3.28	4382117	55.91	Medium quality	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;UBA11740	2002	25522	4804	3951	5413	912	26	0	0	0	0	Bacteria;Acidobacteria;Blastocatellia
AAB-S29R5_225	98.61	0.93	3949286	67.81	Near complete	Bacteria;Dormibacterota;Dormibacteria;Dormibacterales;Dormibacteraceae;QHBS01	1504	81605	9608	5814	16853	411	34	1	1	1	1	Bacteria;candidate division AD3
AAB-S29R5_227	82.41	0	2280171	68.19	Medium quality	Bacteria;Dormibacterota;Dormibacteria;UBA8260;UBA8260;Palsa-875	1520	95885	16643	9819	30786	137	39	0	1	0	0	Bacteria;candidate division AD3
AAB-S29R5_241	84.61	6.1	6285897	70.22	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Pseudonocardiaceae;Pseudonocardia	1005	20495	3816	2817	4988	1647	38	0	1	0	0	Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales;Pseudonocardiaceae;Pseudonocardia
AAB-S29R5_28	76.76	3.69	3138211	68.34	Medium quality	Bacteria;Myxococcota;Myxococcia;Myxococcales;Myxococcaceae;RPRB01	1509	14049	3538	2931	3966	887	27	0	1	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales;Myxococcaceae
AAB-S29R5_3	66.43	1.43	3289319	62.3	Partial	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Rhodomicrobiaceae;R-RK-3	1003	9408	2137	1773	2326	1539	28	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Rhodomicrobium
AAB-S29R5_40	69.13	1.86	1811891	69.29	Partial	Bacteria;Dormibacterota;Dormibacteria;UBA8260;UBA8260;Palsa-875	1002	14625	3294	2836	3678	550	28	0	1	0	0	Bacteria;candidate division AD3
AAB-S29R5_75	85.4	6.22	3905863	64.32	Medium quality	Bacteria;Dormibacterota;Dormibacteria;Dormibacterales;Dormibacteraceae;Palsa-872	1124	40484	7273	5190	9621	537	56	2	1	2	1	Bacteria;candidate division AD3
AAB-S29R5_77	69.05	2.56	1922457	67.44	Partial	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	1503	29513	5446	3808	7539	353	8	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S29R5_80	72.21	2.48	5139466	58.16	Medium quality	Bacteria;Acidobacteriota;Acidobacteriae;Acidobacteriales;Acidobacteriaceae;PALSA-350	1001	8737	1964	1698	2088	2616	20	0	1	0	0	Bacteria;Acidobacteria;Acidobacteriia;Acidobacteriales;Acidobacteriaceae
AAB-S29R5_99	86.88	3.57	10064341	70.02	Medium quality	Bacteria;Myxococcota;Polyangia;Haliangiales;Haliangiaceae	1720	69935	13786	10248	18134	730	44	1	1	1	1	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
AAB-S31R1_105	81.61	4.02	1953356	68.19	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;70-9;VAYN01	1002	25524	3397	2545	4333	575	38	1	1	1	1	Bacteria;Actinobacteria;Actinobacteria
AAB-S31R1_119	92.59	2.41	2957451	67.43	Near complete	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;Allosphingosinicella	2049	51778	9924	7583	13285	298	44	1	1	1	1	Bacteria;Proteobacteria;Alphaproteobacteria
AAB-S31R1_122	83.85	5.77	5903211	55.56	Medium quality	Bacteria;Desulfobacterota_B;Binatia;UBA9968;UBA9968	1500	15110	3361	2791	3744	1756	44	0	0	0	0	Bacteria;Proteobacteria;Deltaproteobacteria
AAB-S31R1_134	79.42	3.54	5536450	68.55	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Propionibacteriales;Propionibacteriaceae	1265	61499	9921	6919	13982	558	31	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Propionibacteriales;Nocardioidaceae
AAB-S31R1_161	83.88	2.91	4849505	51.3	Medium quality	Bacteria;Cyanobacteria;Cyanobacteriia;Leptolyngbyales;Leptolyngbyaceae;Leptolyngbya_B	1079	43278	6397	4794	7765	758	41	1	0	1	0	Bacteria;Cyanobacteria;unknown;Synechococcales;Leptolyngbyaceae;Leptolyngbya
AAB-S31R1_173	70.98	1.88	2552329	72.86	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Dermatophilaceae	2006	12341	4103	3566	4548	622	23	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Intrasporangiaceae
AAB-S31R1_180	89.04	1.45	2983585	63.85	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales;Sphingomonadaceae;UBA1936	1540	82183	8264	5928	11213	361	41	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Sphingomonadales
AAB-S31R1_195	99.18	3.41	5241045	67.49	Near complete	Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Nevskiaceae;Panacagrimonas	1516	116591	18135	9107	36874	289	49	1	2	1	1	Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Panacagrimonas
AAB-S31R1_26	76.45	3.41	2744725	61.29	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;Chthoniobacteraceae	1509	25458	4628	3572	5604	593	30	0	1	0	0	Bacteria;Verrucomicrobia;Spartobacteria;Chthoniobacterales;Chthoniobacteraceae
AAB-S31R1_27	85.63	5.33	4375883	66.05	Medium quality	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae	1002	51853	7416	5002	10628	590	43	0	0	0	0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
AAB-S31R1_33	95.81	2.9	6342033	66.46	Near complete	Bacteria;Myxococcota;Polyangia;Palsa-1104;Fen-1088;FEN-1088	2011	224584	33914	19201	67384	187	40	0	1	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
AAB-S31R1_68	91.24	7.89	6604414	47.99	Medium quality	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae	1502	32520	5688	4298	7403	1161	46	1	2	1	1	Bacteria;Acidobacteria
AAB-S31R1_75	92.71	2.7	2857971	40.94	Near complete	Bacteria;Verrucomicrobiota_A;Chlamydiia;Parachlamydiales;Parachlamydiaceae	1508	26229	5443	4223	6695	525	36	1	2	1	1	Bacteria;Chlamydiae;Chlamydiia;Parachlamydiales;Parachlamydiaceae
AAB-S31R1_88	79.35	2	2449046	43.16	Medium quality	Bacteria;Myxococcota;UBA727;UBA727;GCA-2721815	1523	42211	6728	4181	10373	364	38	0	1	0	0	Bacteria;Proteobacteria;Deltaproteobacteria;Myxococcales
AAB-S31R1_90	79.89	2.14	3053316	71.17	Medium quality	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;AC-14	1501	18104	3571	2934	3995	855	27	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S31R1_95	87.89	4.02	4856202	67.64	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Mycobacterium	2004	45307	6661	5170	8483	729	37	2	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium
AAB-S31R2_120	63.74	2.52	3775232	63.74	Partial	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae	2000	29937	4598	3402	5581	821	22	0	1	0	0	Bacteria;Proteobacteria;Gammaproteobacteria
AAB-S31R2_124	91.99	4.93	3770925	62.64	Near complete	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;ZC4RG30	1501	62645	8126	5258	11913	464	34	0	1	0	0	Bacteria;Proteobacteria
AAB-S31R2_162	89.86	5.39	4650649	66.76	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Mycobacterium	1520	57793	10311	7803	14839	451	46	2	1	0	0	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium
AAB-S31R2_23	69.97	0.99	1077349	49.93	Partial	Bacteria;Patescibacteria;Saccharimonadia;Saccharimonadales;UBA4665	1008	351904	9975	1687	213211	108	54	4	13	25	1	Bacteria;Candidatus Saccharibacteria
AAB-S31R2_64	84.18	3.2	5285429	41.21	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;Flavihumibacter	1502	30646	5540	4138	7401	954	35	0	1	0	0	Bacteria;Bacteroidetes;Sphingobacteriia;Sphingobacteriales
AAB-S31R2_73	82.92	0.19	2616434	68.23	Medium quality	Bacteria;Chloroflexota;Ellin6529;CSP1-4;CSP1-4;SPCO01	1172	23575	5626	4329	6838	465	32	0	0	0	0	Bacteria;Chloroflexi;Thermomicrobia;Thermomicrobiales
AAB-S31R2_91	74.15	1.49	1945255	43.95	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	2003	30421	5173	3598	6426	376	14	0	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
AAB-S31R2_97	70.19	1.08	2639749	69.45	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Frankiaceae	2003	18532	4005	3346	4266	659	21	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Frankiales;Frankiaceae
AAB-S31R3_137	73.96	4.38	2486677	45.61	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;UBA8621	1001	13221	2293	1751	2637	1084	12	0	0	0	0	Bacteria;Bacteroidetes;Chitinophagia;Chitinophagales;Chitinophagaceae
AAB-S31R3_142	93.83	5.21	4591140	42.69	Medium quality	Bacteria;Bacteroidota;Bacteroidia;Chitinophagales;Chitinophagaceae;VBAT01	1178	53430	7074	5169	9382	649	29	1	1	1	1	Bacteria;Bacteroidetes
AAB-S31R3_38	99.15	7.69	3728860	70.36	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Conexibacter	3319	723934	162124	96463	282095	23	53	1	1	1	1	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales;Conexibacteraceae;Conexibacter
AAB-S31R3_42	63.89	2.48	2387717	62.68	Partial	Bacteria;Proteobacteria;Gammaproteobacteria;Steroidobacterales;Steroidobacteraceae;ZC4RG30	2002	16314	4145	3543	4502	576	19	0	0	0	0	Bacteria;Proteobacteria
AAB-S31R3_52	94.08	1.85	2192394	68.46	Near complete	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;70-9;VAYN01	1516	87490	17680	11174	31730	124	42	1	0	1	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S31R3_85	93.3	0.85	3187955	69.2	Near complete	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-744	1586	238644	59036	45973	95475	54	39	1	2	4	1	Bacteria;Actinobacteria;Actinobacteria
AAB-S31R3_94	90.26	3.53	5809013	66.44	Near complete	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Mycobacteriaceae;Mycobacterium	2077	50226	11001	8663	13590	528	34	1	1	0	0	Bacteria;Actinobacteria;Actinobacteria;Corynebacteriales;Mycobacteriaceae;Mycolicibacterium
AAB-S32R1_36	55.3	0.92	2450866	55.67	Partial	Bacteria;Chloroflexota;Chloroflexia;54-19	1504	9608	3037	2634	3292	807	26	0	0	0	0	Bacteria;Chloroflexi
AAB-S32R2_31	78.94	1.59	4473208	64.05	Medium quality	Bacteria;Proteobacteria;Gammaproteobacteria;Burkholderiales;Burkholderiaceae;Massilia	2819	114422	12122	6129	22760	369	35	0	0	0	0	Bacteria;Proteobacteria;Betaproteobacteria;Burkholderiales;Oxalobacteraceae;Massilia
AAB-S32R2_36	75.06	4.67	3226904	66	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;Glaciihabitans	1514	97184	12269	6843	23419	263	24	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Glaciihabitans
AAB-S32R2_7	70.66	0.51	1994449	67.57	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Actinomycetales;Microbacteriaceae;SISG01	2814	78112	13754	9102	18922	145	14	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Micrococcales;Microbacteriaceae;Glaciihabitans
AAB-S32R3_25	85.53	2.52	5870654	63.35	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;Tardiphaga	2002	56959	7292	5096	9804	805	42	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Bradyrhizobiaceae;Tardiphaga
AAB-S32R3_36	85.01	3.12	4875337	66.51	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Pseudonocardiaceae;GCA-003244245	1504	34159	5762	4407	7300	846	45	0	0	0	0	Bacteria;Actinobacteria;Actinobacteria;Pseudonocardiales
AAB-S32R3_39	66.95	1.98	3782884	67.58	Partial	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter	2001	18177	3936	3289	4201	961	28	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria;Caulobacterales;Caulobacteraceae;Caulobacter
AAB-S32R3_8	97.44	5.18	6611262	55.53	Medium quality	Bacteria;Acidobacteriota;Blastocatellia;Pyrinomonadales;Pyrinomonadaceae;QHXM01	1205	378236	22719	5903	71187	291	69	0	5	5	0	Bacteria;Acidobacteria
AAB-S33R1_109	61.18	0.85	1236275	67.94	Partial	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Palsa-688	2000	19723	4040	3386	4512	306	16	0	1	1	0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
AAB-S33R1_121	87.27	2.14	3863298	66.25	Medium quality	Bacteria;Actinobacteriota;Acidimicrobiia;Acidimicrobiales;Ilumatobacteraceae	2469	74203	14578	10866	19224	265	43	1	0	1	0	Bacteria;Actinobacteria;Acidimicrobiia;Acidimicrobiales;Acidimicrobiaceae
AAB-S33R1_139	76.65	4.93	2806799	54.76	Medium quality	Bacteria;Verrucomicrobiota;Verrucomicrobiae;Chthoniobacterales;UBA10450	1000	30783	3898	2633	5455	720	34	4	8	13	1	Bacteria;Verrucomicrobia;Spartobacteria
AAB-S33R1_179	77.08	3.73	2435957	69.56	Medium quality	Bacteria;Actinobacteriota;Thermoleophilia;Solirubrobacterales;Solirubrobacteraceae;Palsa-465	2002	32888	5032	3897	6021	484	25	1	0	0	0	Bacteria;Actinobacteria;Thermoleophilia;Solirubrobacterales
AAB-S33R1_19	98.5	3.74	7081971	71.05	Near complete	Bacteria;Actinobacteriota;Actinomycetia;Streptosporangiales;Streptosporangiaceae;Bog-532	1513	121593	15068	8803	27911	470	66	1	2	3	1	Bacteria;Actinobacteria;Actinobacteria
AAB-S33R1_33	84.14	3.42	5857028	71.48	Medium quality	Bacteria;Actinobacteriota;Actinomycetia;Mycobacteriales;Micromonosporaceae	1646	39535	8525	6612	10437	687	42	1	0	0	0	Bacteria;Actinobacteria;Actinobacteria
AAB-S33R1_6	82.45	4.06	4407189	64.22	Medium quality	Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Xanthobacteraceae;PALSA-894	1055	31125	5215	4008	6504	845	26	0	0	0	0	Bacteria;Proteobacteria;Alphaproteobacteria
AAB-S33R1_70	91.4	3.62	9581174	67.2	Near complete	Bacteria;Myxococcota;Polyangia;Polyangiales;Polyangiaceae;SZUA-265	1506	210192	36992	23698	61915	259	45	1	1	1	1	Bacteria;Proteobacteria;Deltaproteobacteria
AAB-S33R1_71	98.29	4.12	6013976	68.31	Near complete	Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Nevskiaceae;Panacagrimonas	1543	265220	36895	26990	61259	163	47	0	1	0	0	Bacteria;Proteobacteria;Gammaproteobacteria;Nevskiales;Sinobacteraceae;Panacagrimonas
